,Combination,SUDA_Sum
1980,"religious_importance, religious_now, religious_upbringing, sexual_attraction_F, sexual_attraction_M",507
1981,"religious_importance, religious_now, BMI, background_SES, gender_identity_F",4269
1982,"religious_importance, religious_now, BMI, background_SES, gender_identity_M",4281
1983,"religious_importance, religious_now, BMI, background_SES, sexual_attraction_F",4389
1984,"religious_importance, religious_now, BMI, background_SES, sexual_attraction_M",4378
1985,"religious_importance, religious_now, BMI, gender_identity_F, gender_identity_M",3071
1986,"religious_importance, religious_now, BMI, gender_identity_F, sexual_attraction_F",3388
1987,"religious_importance, religious_now, BMI, gender_identity_F, sexual_attraction_M",3346
1988,"religious_importance, religious_now, BMI, gender_identity_M, sexual_attraction_F",3412
1989,"religious_importance, religious_now, BMI, gender_identity_M, sexual_attraction_M",3372
1990,"religious_importance, religious_now, BMI, sexual_attraction_F, sexual_attraction_M",3057
1991,"religious_importance, religious_now, background_SES, gender_identity_F, gender_identity_M",1132
1992,"religious_importance, religious_now, background_SES, gender_identity_F, sexual_attraction_F",1396
1993,"religious_importance, religious_now, background_SES, gender_identity_F, sexual_attraction_M",1352
1994,"religious_importance, religious_now, background_SES, gender_identity_M, sexual_attraction_F",1420
1995,"religious_importance, religious_now, background_SES, gender_identity_M, sexual_attraction_M",1379
1996,"religious_importance, religious_now, background_SES, sexual_attraction_F, sexual_attraction_M",1235
1997,"religious_importance, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F",979
1998,"religious_importance, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_M",995
1999,"religious_importance, religious_now, gender_identity_F, sexual_attraction_F, sexual_attraction_M",937
2000,"religious_importance, religious_now, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1016
2001,"religious_importance, religious_upbringing, BMI, background_SES, gender_identity_F",4558
2002,"religious_importance, religious_upbringing, BMI, background_SES, gender_identity_M",4553
2003,"religious_importance, religious_upbringing, BMI, background_SES, sexual_attraction_F",4724
2004,"religious_importance, religious_upbringing, BMI, background_SES, sexual_attraction_M",4706
2005,"religious_importance, religious_upbringing, BMI, gender_identity_F, gender_identity_M",3315
2006,"religious_importance, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",3633
2007,"religious_importance, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",3598
2008,"religious_importance, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",3625
2009,"religious_importance, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",3600
2010,"religious_importance, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",3341
2011,"religious_importance, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",1415
2012,"religious_importance, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",1666
2013,"religious_importance, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",1637
2014,"religious_importance, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",1691
2015,"religious_importance, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",1676
2016,"religious_importance, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",1546
2017,"religious_importance, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",1093
2018,"religious_importance, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",1091
2019,"religious_importance, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",1043
2020,"religious_importance, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1110
2021,"religious_importance, BMI, background_SES, gender_identity_F, gender_identity_M",5431
2022,"religious_importance, BMI, background_SES, gender_identity_F, sexual_attraction_F",5859
2023,"religious_importance, BMI, background_SES, gender_identity_F, sexual_attraction_M",5789
2024,"religious_importance, BMI, background_SES, gender_identity_M, sexual_attraction_F",5833
2025,"religious_importance, BMI, background_SES, gender_identity_M, sexual_attraction_M",5761
2026,"religious_importance, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",5538
2027,"religious_importance, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",3838
2028,"religious_importance, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",3751
2029,"religious_importance, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",3749
2030,"religious_importance, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",3694
2031,"religious_importance, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",2056
2032,"religious_importance, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",1959
2033,"religious_importance, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",2032
2034,"religious_importance, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",2047
2035,"religious_importance, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1540
2036,"sex, handedness, religious_now, religious_upbringing, BMI",964
2037,"sex, handedness, religious_now, religious_upbringing, background_SES",84
2038,"sex, handedness, religious_now, religious_upbringing, gender_identity_F",185
2039,"sex, handedness, religious_now, religious_upbringing, gender_identity_M",117
2040,"sex, handedness, religious_now, religious_upbringing, sexual_attraction_F",69
2041,"sex, handedness, religious_now, religious_upbringing, sexual_attraction_M",99
2042,"sex, handedness, religious_now, BMI, background_SES",2080
2043,"sex, handedness, religious_now, BMI, gender_identity_F",1641
2044,"sex, handedness, religious_now, BMI, gender_identity_M",1636
2045,"sex, handedness, religious_now, BMI, sexual_attraction_F",1723
2046,"sex, handedness, religious_now, BMI, sexual_attraction_M",1624
2047,"sex, handedness, religious_now, background_SES, gender_identity_F",433
2048,"sex, handedness, religious_now, background_SES, gender_identity_M",377
2049,"sex, handedness, religious_now, background_SES, sexual_attraction_F",454
2050,"sex, handedness, religious_now, background_SES, sexual_attraction_M",390
2051,"sex, handedness, religious_now, gender_identity_F, gender_identity_M",330
2052,"sex, handedness, religious_now, gender_identity_F, sexual_attraction_F",396
2053,"sex, handedness, religious_now, gender_identity_F, sexual_attraction_M",409
2054,"sex, handedness, religious_now, gender_identity_M, sexual_attraction_F",357
2055,"sex, handedness, religious_now, gender_identity_M, sexual_attraction_M",421
2056,"sex, handedness, religious_now, sexual_attraction_F, sexual_attraction_M",194
2057,"sex, handedness, religious_upbringing, BMI, background_SES",2054
2058,"sex, handedness, religious_upbringing, BMI, gender_identity_F",1697
2059,"sex, handedness, religious_upbringing, BMI, gender_identity_M",1632
2060,"sex, handedness, religious_upbringing, BMI, sexual_attraction_F",1739
2061,"sex, handedness, religious_upbringing, BMI, sexual_attraction_M",1665
2062,"sex, handedness, religious_upbringing, background_SES, gender_identity_F",438
2063,"sex, handedness, religious_upbringing, background_SES, gender_identity_M",389
2064,"sex, handedness, religious_upbringing, background_SES, sexual_attraction_F",501
2065,"sex, handedness, religious_upbringing, background_SES, sexual_attraction_M",469
2066,"sex, handedness, religious_upbringing, gender_identity_F, gender_identity_M",370
2067,"sex, handedness, religious_upbringing, gender_identity_F, sexual_attraction_F",396
2068,"sex, handedness, religious_upbringing, gender_identity_F, sexual_attraction_M",381
2069,"sex, handedness, religious_upbringing, gender_identity_M, sexual_attraction_F",344
2070,"sex, handedness, religious_upbringing, gender_identity_M, sexual_attraction_M",370
2071,"sex, handedness, religious_upbringing, sexual_attraction_F, sexual_attraction_M",225
2072,"sex, handedness, BMI, background_SES, gender_identity_F",3194
2073,"sex, handedness, BMI, background_SES, gender_identity_M",3134
2074,"sex, handedness, BMI, background_SES, sexual_attraction_F",3350
2075,"sex, handedness, BMI, background_SES, sexual_attraction_M",3256
2076,"sex, handedness, BMI, gender_identity_F, gender_identity_M",2164
2077,"sex, handedness, BMI, gender_identity_F, sexual_attraction_F",2465
2078,"sex, handedness, BMI, gender_identity_F, sexual_attraction_M",2368
2079,"sex, handedness, BMI, gender_identity_M, sexual_attraction_F",2374
2080,"sex, handedness, BMI, gender_identity_M, sexual_attraction_M",2287
2081,"sex, handedness, BMI, sexual_attraction_F, sexual_attraction_M",2082
2082,"sex, handedness, background_SES, gender_identity_F, gender_identity_M",724
2083,"sex, handedness, background_SES, gender_identity_F, sexual_attraction_F",929
2084,"sex, handedness, background_SES, gender_identity_F, sexual_attraction_M",829
2085,"sex, handedness, background_SES, gender_identity_M, sexual_attraction_F",923
2086,"sex, handedness, background_SES, gender_identity_M, sexual_attraction_M",828
2087,"sex, handedness, background_SES, sexual_attraction_F, sexual_attraction_M",750
2088,"sex, handedness, gender_identity_F, gender_identity_M, sexual_attraction_F",718
2089,"sex, handedness, gender_identity_F, gender_identity_M, sexual_attraction_M",683
2090,"sex, handedness, gender_identity_F, sexual_attraction_F, sexual_attraction_M",647
2091,"sex, handedness, gender_identity_M, sexual_attraction_F, sexual_attraction_M",633
2092,"sex, religious_now, religious_upbringing, BMI, background_SES",2184
2093,"sex, religious_now, religious_upbringing, BMI, gender_identity_F",1738
2094,"sex, religious_now, religious_upbringing, BMI, gender_identity_M",1743
2095,"sex, religious_now, religious_upbringing, BMI, sexual_attraction_F",1844
2096,"sex, religious_now, religious_upbringing, BMI, sexual_attraction_M",1773
2097,"sex, religious_now, religious_upbringing, background_SES, gender_identity_F",406
2098,"sex, religious_now, religious_upbringing, background_SES, gender_identity_M",404
