Combination,Unique Rows,Unique Rows Excluding Columns,Score
"education_level, sex, handedness, religious_upbringing, background_SES, gender_identity_M",149,442,3.0134228187919465
"education_level, sex, handedness, religious_upbringing, background_SES, sexual_attraction_F",181,464,2.3591160220994474
"education_level, sex, handedness, religious_upbringing, background_SES, sexual_attraction_M",182,462,2.357142857142857
"education_level, sex, handedness, religious_upbringing, gender_identity_F, gender_identity_M",41,716,4.2682926829268295
"education_level, sex, handedness, religious_upbringing, gender_identity_F, sexual_attraction_F",58,746,2.5
"education_level, sex, handedness, religious_upbringing, gender_identity_F, sexual_attraction_M",63,743,2.3492063492063493
"education_level, sex, handedness, religious_upbringing, gender_identity_M, sexual_attraction_F",63,731,2.5396825396825395
"education_level, sex, handedness, religious_upbringing, gender_identity_M, sexual_attraction_M",61,729,2.6557377049180326
"education_level, sex, handedness, religious_upbringing, sexual_attraction_F, sexual_attraction_M",57,721,2.982456140350877
"education_level, sex, handedness, BMI, background_SES, gender_identity_F",528,185,1.3371212121212122
"education_level, sex, handedness, BMI, background_SES, gender_identity_M",527,193,1.3244781783681214
"education_level, sex, handedness, BMI, background_SES, sexual_attraction_F",550,198,1.26
"education_level, sex, handedness, BMI, background_SES, sexual_attraction_M",552,209,1.2355072463768115
"education_level, sex, handedness, BMI, gender_identity_F, gender_identity_M",216,350,2.5046296296296298
"education_level, sex, handedness, BMI, gender_identity_F, sexual_attraction_F",275,386,1.8363636363636364
"education_level, sex, handedness, BMI, gender_identity_F, sexual_attraction_M",287,385,1.7630662020905923
"education_level, sex, handedness, BMI, gender_identity_M, sexual_attraction_F",262,395,1.8931297709923665
"education_level, sex, handedness, BMI, gender_identity_M, sexual_attraction_M",259,397,1.9073359073359073
"education_level, sex, handedness, BMI, sexual_attraction_F, sexual_attraction_M",243,354,2.2098765432098766
"education_level, sex, handedness, background_SES, gender_identity_F, gender_identity_M",132,464,3.234848484848485
"education_level, sex, handedness, background_SES, gender_identity_F, sexual_attraction_F",162,496,2.4382716049382718
"education_level, sex, handedness, background_SES, gender_identity_F, sexual_attraction_M",155,504,2.496774193548387
"education_level, sex, handedness, background_SES, gender_identity_M, sexual_attraction_F",157,490,2.554140127388535
"education_level, sex, handedness, background_SES, gender_identity_M, sexual_attraction_M",158,493,2.518987341772152
"education_level, sex, handedness, background_SES, sexual_attraction_F, sexual_attraction_M",145,464,2.9448275862068964
"education_level, sex, handedness, gender_identity_F, gender_identity_M, sexual_attraction_F",76,753,1.8157894736842106
"education_level, sex, handedness, gender_identity_F, gender_identity_M, sexual_attraction_M",70,754,1.957142857142857
"education_level, sex, handedness, gender_identity_F, sexual_attraction_F, sexual_attraction_M",71,755,1.9154929577464788
"education_level, sex, handedness, gender_identity_M, sexual_attraction_F, sexual_attraction_M",64,750,2.203125
"education_level, sex, religious_now, religious_upbringing, BMI, background_SES",458,215,1.4759825327510918
"education_level, sex, religious_now, religious_upbringing, BMI, gender_identity_F",262,411,1.83206106870229
"education_level, sex, religious_now, religious_upbringing, BMI, gender_identity_M",263,411,1.8250950570342206
"education_level, sex, religious_now, religious_upbringing, BMI, sexual_attraction_F",283,419,1.667844522968198
"education_level, sex, religious_now, religious_upbringing, BMI, sexual_attraction_M",289,419,1.6332179930795847
"education_level, sex, religious_now, religious_upbringing, background_SES, gender_identity_F",160,515,2.35
"education_level, sex, religious_now, religious_upbringing, background_SES, gender_identity_M",160,490,2.50625
"education_level, sex, religious_now, religious_upbringing, background_SES, sexual_attraction_F",181,515,2.0773480662983426
"education_level, sex, religious_now, religious_upbringing, background_SES, sexual_attraction_M",176,512,2.153409090909091
"education_level, sex, religious_now, religious_upbringing, gender_identity_F, gender_identity_M",49,756,2.7551020408163267
"education_level, sex, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F",72,782,1.5138888888888888
"education_level, sex, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_M",74,777,1.5405405405405406
"education_level, sex, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F",77,767,1.6103896103896105
"education_level, sex, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_M",76,763,1.6842105263157894
"education_level, sex, religious_now, religious_upbringing, sexual_attraction_F, sexual_attraction_M",66,756,2.0454545454545454
"education_level, sex, religious_now, BMI, background_SES, gender_identity_F",557,217,1.2100538599640933
"education_level, sex, religious_now, BMI, background_SES, gender_identity_M",560,227,1.1857142857142857
"education_level, sex, religious_now, BMI, background_SES, sexual_attraction_F",575,231,1.1478260869565218
"education_level, sex, religious_now, BMI, background_SES, sexual_attraction_M",579,239,1.1260794473229707
"education_level, sex, religious_now, BMI, gender_identity_F, gender_identity_M",217,415,2.193548387096774
"education_level, sex, religious_now, BMI, gender_identity_F, sexual_attraction_F",267,451,1.647940074906367
"education_level, sex, religious_now, BMI, gender_identity_F, sexual_attraction_M",273,454,1.6007326007326008
"education_level, sex, religious_now, BMI, gender_identity_M, sexual_attraction_F",262,452,1.6755725190839694
"education_level, sex, religious_now, BMI, gender_identity_M, sexual_attraction_M",251,456,1.7330677290836654
"education_level, sex, religious_now, BMI, sexual_attraction_F, sexual_attraction_M",235,414,2.029787234042553
"education_level, sex, religious_now, background_SES, gender_identity_F, gender_identity_M",144,520,2.576388888888889
"education_level, sex, religious_now, background_SES, gender_identity_F, sexual_attraction_F",167,556,2.0059880239520957
"education_level, sex, religious_now, background_SES, gender_identity_F, sexual_attraction_M",165,562,1.993939393939394
"education_level, sex, religious_now, background_SES, gender_identity_M, sexual_attraction_F",165,547,2.084848484848485
"education_level, sex, religious_now, background_SES, gender_identity_M, sexual_attraction_M",164,547,2.097560975609756
"education_level, sex, religious_now, background_SES, sexual_attraction_F, sexual_attraction_M",141,523,2.6099290780141846
"education_level, sex, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F",77,793,1.2727272727272727
"education_level, sex, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_M",70,792,1.4142857142857144
"education_level, sex, religious_now, gender_identity_F, sexual_attraction_F, sexual_attraction_M",74,795,1.2972972972972974
"education_level, sex, religious_now, gender_identity_M, sexual_attraction_F, sexual_attraction_M",69,792,1.434782608695652
"education_level, sex, religious_upbringing, BMI, background_SES, gender_identity_F",606,171,1.188118811881188
"education_level, sex, religious_upbringing, BMI, background_SES, gender_identity_M",602,179,1.1827242524916943
"education_level, sex, religious_upbringing, BMI, background_SES, sexual_attraction_F",619,183,1.1437802907915993
"education_level, sex, religious_upbringing, BMI, background_SES, sexual_attraction_M",615,186,1.146341463414634
"education_level, sex, religious_upbringing, BMI, gender_identity_F, gender_identity_M",234,342,2.3461538461538463
"education_level, sex, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",282,387,1.7872340425531914
"education_level, sex, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",289,385,1.7508650519031141
"education_level, sex, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",269,385,1.8810408921933086
"education_level, sex, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",269,388,1.8698884758364311
"education_level, sex, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",252,342,2.1785714285714284
"education_level, sex, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",148,444,3.02027027027027
"education_level, sex, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",181,493,2.1988950276243093
"education_level, sex, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",183,496,2.158469945355191
"education_level, sex, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",165,480,2.4909090909090907
"education_level, sex, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",167,476,2.4850299401197606
"education_level, sex, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",151,458,2.8675496688741724
"education_level, sex, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",79,747,1.8227848101265822
"education_level, sex, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",69,745,2.1159420289855073
"education_level, sex, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",78,739,1.9487179487179487
"education_level, sex, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",70,734,2.242857142857143
"education_level, sex, BMI, background_SES, gender_identity_F, gender_identity_M",501,159,1.4610778443113772
