,Combination,SUDA_Sum
1468,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",284064
1469,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",286620
1470,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",270036
1471,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",276346
1472,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",278740
1473,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",261954
1474,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",300736
1475,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",304702
1476,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",308218
1477,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",287714
1478,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",291824
1479,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",294864
1480,"AGE, INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",277532
1481,"AGE, INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",282780
1482,"AGE, INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",286158
1483,"AGE, INCOME, LANGUAGE, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",268572
1484,"AGE, INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",271210
1485,"AGE, INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",277846
1486,"AGE, INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",280626
1487,"AGE, INCOME, LANGUAGE, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",264052
1488,"AGE, INCOME, LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",255546
1489,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",258692
1490,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",241624
1491,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",244660
1492,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",250578
1493,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",231686
1494,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",234828
1495,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",240182
1496,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",217602
1497,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",223628
1498,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",225690
1499,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",226450
1500,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",229240
1501,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",234720
1502,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",212052
1503,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",218124
1504,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",220212
1505,"AGE, INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",202208
1506,"AGE, INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",209862
1507,"AGE, INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",211428
1508,"AGE, INCOME, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",194964
1509,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",234886
1510,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",238354
1511,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",243154
1512,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",220800
1513,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",226396
1514,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",229138
1515,"AGE, INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",210774
1516,"AGE, INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",217050
1517,"AGE, INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",219840
1518,"AGE, INCOME, RACE_1, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",202478
1519,"AGE, INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",205078
1520,"AGE, INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",212414
1521,"AGE, INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",214904
1522,"AGE, INCOME, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",198004
1523,"AGE, INCOME, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",189510
1524,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",230954
1525,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",233322
1526,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",237734
1527,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",217450
1528,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",222168
1529,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",223988
1530,"AGE, INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",208780
1531,"AGE, INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",213094
1532,"AGE, INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",214676
1533,"AGE, INCOME, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",198968
1534,"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",202952
1535,"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",207540
1536,"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",208940
1537,"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",193442
1538,"AGE, INCOME, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",186070
1539,"AGE, INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",210884
1540,"AGE, INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",214704
1541,"AGE, INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",216586
1542,"AGE, INCOME, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",200994
1543,"AGE, INCOME, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",192968
1544,"AGE, INCOME, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",187858
1545,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",265988
1546,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",250248
1547,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",252128
1548,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",256282
1549,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",240346
1550,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",242568
1551,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",248480
1552,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",226030
1553,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",232326
1554,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",233266
1555,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",234292
1556,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",235904
1557,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",243018
1558,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",220468
1559,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",228188
1560,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",228500
1561,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",211614
1562,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",219556
1563,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",219778
1564,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",204130
1565,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",240994
1566,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",243936
1567,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",249732
1568,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",227970
1569,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",234388
1570,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",236102
1571,"AGE, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",218918
1572,"AGE, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",225272
1573,"AGE, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",227324
1574,"AGE, LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",210696
1575,"AGE, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",211722
1576,"AGE, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",219716
1577,"AGE, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",220936
1578,"AGE, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",206098
1579,"AGE, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",197792
1580,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",240856
1581,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",242752
1582,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",245760
1583,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",227522
1584,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",231190
1585,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",231806
1586,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",218756
1587,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",223624
1588,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",224720
1589,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",208774
1590,"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",212160
1591,"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",218856
1592,"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",218842
1593,"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",204692
1594,"AGE, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",196714
1595,"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",219044
1596,"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",224092
1597,"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",225602
1598,"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",210734
1599,"AGE, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",202514
1600,"AGE, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",196698
1601,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",173488
1602,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",174912
1603,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",178412
1604,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",159580
1605,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",164014
1606,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",164126
1607,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",150526
1608,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",156414
1609,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",156630
1610,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",141400
1611,"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",144108
1612,"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",151126
1613,"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",150820
1614,"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",136768
1615,"AGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",128376
1616,"AGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",152006
1617,"AGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",157256
1618,"AGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",158508
1619,"AGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",143766
1620,"AGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",135564
1621,"AGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",129784
1622,"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",150502
1623,"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",154098
1624,"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",153890
1625,"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",140006
1626,"AGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",132906
1627,"AGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",127646
1628,"AGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",133764
1629,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",150084
1630,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",142408
1631,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",140128
1632,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",142422
1633,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",136406
1634,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",134362
1635,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",136764
1636,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",126766
1637,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",129198
1638,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",126374
1639,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",135896
1640,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",133616
1641,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",135046
1642,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",125936
1643,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",127552
1644,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",124662
1645,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",120428
1646,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",123954
1647,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",120922
1648,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",113594
1649,"INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",138578
1650,"INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",136226
1651,"INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",138028
1652,"INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",128838
1653,"INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",130936
1654,"INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",128010
1655,"INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",122472
1656,"INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",125728
1657,"INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",123028
1658,"INCOME, LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",115756
1659,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",121926
1660,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",125444
1661,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",122228
1662,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",115324
1663,"INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",111176
1664,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",137272
1665,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",134988
1666,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",136634
1667,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",129060
1668,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",130334
1669,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",127962
1670,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",123154
1671,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",124676
1672,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",122290
1673,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",116064
1674,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",122394
1675,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",123428
1676,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",120710
1677,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",114566
1678,"INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",110906
1679,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",123958
